average Silhouette Value = 0.134094

nFID			silhouette_val
1157			0.140181
1158			0.104458
1159			0.125537
1160			0.026415
1161			0.125584
1162			0.208031
1163			0.036947
1164			0.245919
1165			0.232676
1166			-0.077200
1167			0.286159
1168			0.025884
1169			0.067894
1170			0.038371
1171			0.232837
1172			0.293985
1173			0.365313
1174			0.012832
1175			0.072834
1176			0.290074
1177			0.242254
1178			0.297421
1179			0.148949
1180			0.081822
1181			0.138377
1182			0.322483
1183			0.062537
1184			0.211058
1185			0.265198
1186			-0.069493
1187			-0.482737
1188			0.298246
1189			0.199601
1190			0.007846
1191			0.003308
1192			0.157742
1193			0.157852
1194			-0.146495
1195			0.076545
1196			0.201992
1197			0.200698
1198			0.178082
1199			0.347059
1200			0.324866
1201			0.150784
1202			0.092335
1203			0.287340
1204			0.249175
1205			0.258099
1206			0.244983
1207			-0.172478
1208			0.194231
1209			0.173956
1210			-0.275470
1211			0.452549
1212			0.112201
1213			0.330524
1214			0.212971
1215			0.122431
1216			0.078479
1217			0.312720
1218			-0.548386
1219			-0.073575
1220			0.059649
1221			-0.089101
1222			0.495742
1223			0.152399
1224			0.216464
1225			-0.243786
1226			-0.015248
1227			-0.011059
1228			-0.102968
1229			0.204793
1230			0.279333
1231			0.048966
1232			0.380942
1233			0.080970
1234			-0.035168
1235			0.265611
1236			0.072053
1237			0.110385
1238			0.333334
1239			0.414528
1240			-0.047479
1241			-0.160896
1242			0.159652
1243			-0.157584
1244			0.308374
1245			-0.071292
1246			0.269795
1247			0.300798
1248			0.284302
1249			0.165947
1250			0.011550
1251			0.282103
1252			0.288619
1253			0.152879
1254			-0.324672
1255			-0.262048
1256			-0.340184
1257			-0.387166
1258			-0.164263
1259			-0.336331
1260			0.121674
1261			0.001207
1262			0.125264
1263			0.059543
1264			0.257762
1265			-0.162423
1266			0.155560
1267			0.421640
1268			-0.144013
1269			0.220826
1270			-0.213216
1271			0.316572
1272			0.250281
1273			0.439843
1274			0.282116
1275			0.285208
1276			0.365704
1277			0.303048
1278			0.293577
1279			0.389312
1280			0.239886
1281			0.151430
1282			-0.036006
1283			0.305395
1284			0.144745
1285			0.055899
1286			0.064987
1287			0.063765
1288			0.388492
1289			0.220872
1290			-0.038671
1291			-0.084941
1292			0.355502
1293			0.368290
1294			0.275510
1295			-0.063808
1296			0.393605
1297			0.203195
1298			-0.067157
1299			-0.120546
1300			0.212757
1301			0.089933
1302			0.229976
1303			0.182145
1304			0.140842
1305			0.287521
1306			0.040205
1307			0.190788
1308			0.207651
1309			-0.164593
1310			0.037012
1311			0.207444
1312			0.192223
1313			-0.069368
1314			0.001533
1315			0.202451
1316			0.180516
1317			0.055320
1318			0.164579
1319			0.078692
1320			0.143344
1321			0.143444
1322			0.265085
1323			-0.034260
1324			0.108792
1325			-0.032819
1326			-0.048609
