average Silhouette Value = 0.233634

nFID			silhouette_val
1569			0.285031
1570			0.382533
1571			0.477643
1572			0.181465
1573			-0.100377
1574			-0.075658
1575			0.262031
1576			-0.050524
1577			-0.083793
1578			-0.135394
1579			0.266189
1580			0.258798
1581			0.242426
1582			0.092433
1583			0.290496
1584			0.343490
1585			0.115644
1586			-0.054938
1587			0.032878
1588			-0.035892
1589			0.302647
1590			0.483529
1591			0.186405
1592			0.005458
1593			0.400382
1594			0.291036
1595			0.389527
1596			0.133061
1597			0.042724
1598			0.179661
1599			0.423454
1600			-0.002891
1601			-0.181719
1602			0.283723
1603			0.145448
1604			0.519572
1605			0.043389
1606			0.363655
1607			0.361871
1608			0.352146
1609			0.283856
1610			0.403240
1611			0.481461
1612			0.300508
1613			0.286095
1614			0.466873
1615			-0.017073
1616			0.307487
1617			0.447231
1618			0.122987
1619			-0.015228
1620			0.004706
1621			0.078989
1622			0.350217
1623			0.350790
1624			0.269619
1625			0.456697
1626			0.209740
1627			0.243896
1628			-0.054710
1629			0.365558
1630			0.381895
1631			0.485638
1632			0.306902
1633			0.398544
1634			0.401172
1635			-0.380428
1636			0.313272
1637			0.413796
1638			0.323394
1639			0.220242
1640			0.454723
1641			-0.074685
1642			0.397423
1643			0.213063
1644			0.370027
1645			0.522272
1646			0.139602
1647			0.423884
1648			0.419651
1649			0.455683
1650			-0.093337
1651			0.390180
1652			0.418840
1653			-0.044632
1654			0.352591
1655			0.312177
1656			0.253640
1657			0.547183
1658			0.346559
1659			0.387005
1660			0.023463
1661			0.056921
1662			0.213331
1663			0.080757
1664			0.400740
1665			0.066231
1666			0.198705
1667			0.365708
1668			0.557745
1669			0.273980
1670			0.410838
1671			0.291712
1672			-0.107478
1673			0.454334
1674			0.402094
1675			0.438324
1676			0.269494
1677			0.193506
1678			0.437660
1679			-0.028087
1680			0.409225
1681			0.425656
1682			0.269846
1683			0.209213
1684			-0.029369
1685			0.037489
1686			0.338814
1687			0.401229
1688			0.313717
1689			0.150035
1690			0.226546
1691			0.421426
1692			0.476682
1693			0.142961
1694			0.379460
1695			0.266718
1696			0.366936
1697			0.316879
1698			0.167440
1699			0.059263
1700			0.300557
1701			-0.153771
1702			0.353319
1703			0.426590
1704			0.289918
1705			0.114036
1706			0.342163
1707			0.441674
1708			0.332962
1709			0.289180
1710			0.345085
1711			0.467979
1712			0.287449
1713			0.369748
1714			0.113922
1715			0.260503
1716			0.015472
1717			0.525419
1718			0.208612
1719			0.512116
1720			0.294044
1721			0.145344
1722			0.267593
1723			0.388272
1724			0.127025
1725			0.028865
1726			0.141326
1727			0.455698
1728			0.533222
1729			0.405162
1730			0.259227
1731			-0.111773
1732			-0.166053
1733			0.260981
1734			0.029508
1735			0.244658
1736			-0.035322
1737			0.570596
1738			0.090970
1739			-0.488437
1740			0.453929
1741			0.207156
1742			0.249399
1743			0.047652
1744			0.018162
1745			0.227387
1746			0.282654
1747			0.372237
1748			0.085215
1749			0.152070
1750			-0.446718
1751			0.002978
1752			0.402386
1753			0.369195
1754			0.035056
1755			0.559189
1756			0.474959
1757			0.129970
1758			0.499684
1759			0.028798
1760			0.106130
1761			0.086421
1762			-0.078804
1763			0.396245
1764			0.203724
1765			0.415722
1766			0.101419
1767			-0.266478
1768			0.055121
1769			0.309238
1770			0.210880
1771			-0.050988
1772			0.293516
1773			0.264382
1774			0.528687
1775			0.480902
1776			0.314104
1777			0.250504
1778			0.184274
1779			0.524013
1780			0.466951
1781			0.390303
1782			0.503190
1783			0.299618
1784			0.317643
1785			0.231384
1786			0.287570
1787			0.449360
1788			-0.066490
1789			0.261678
1790			0.472184
1791			0.277965
1792			0.231406
1793			0.441969
1794			0.278719
1795			-0.060764
1796			0.203838
1797			0.405343
1798			0.063570
1799			0.263725
1800			0.010143
1801			0.352015
1802			0.318933
1803			0.284228
1804			-0.047505
1805			0.347685
1806			0.422276
1807			0.526302
1808			0.477633
1809			0.433644
1810			0.265057
1811			0.454043
1812			0.320864
1813			0.373946
1814			0.301645
1815			-0.092554
1816			0.138730
1817			0.387288
1818			0.363044
1819			0.049264
1820			-0.558699
1821			0.500488
1822			0.111846
1823			0.329520
1824			0.083308
1825			0.305104
1826			0.136221
1827			0.279754
1828			-0.061194
1829			0.424792
1830			0.132057
1831			0.122391
